datetime,timestamp,open,high,low,close,volume
2025-01-25 14:30:00+00:00,1737815400000,104606.48,104644.0,104473.16,104547.99,57.09459
2025-01-25 14:45:00+00:00,1737816300000,104548.0,104620.26,104489.63,104600.01,88.69908
2025-01-25 15:00:00+00:00,1737817200000,104600.0,104968.75,104594.01,104923.11,177.35107
2025-01-25 15:15:00+00:00,1737818100000,104923.12,105111.11,104801.73,104929.53,200.36545
2025-01-25 15:30:00+00:00,1737819000000,104929.52,105031.98,104788.64,104819.38,98.84104
2025-01-25 15:45:00+00:00,1737819900000,104819.37,104921.38,104751.46,104897.79,64.14514
2025-01-25 16:00:00+00:00,1737820800000,104897.79,104989.49,104827.25,104915.4,81.22727
2025-01-25 16:15:00+00:00,1737821700000,104915.41,104960.01,104726.29,104786.48,91.51445
2025-01-25 16:30:00+00:00,1737822600000,104786.49,104815.99,104599.39,104638.0,152.5453
2025-01-25 16:45:00+00:00,1737823500000,104637.99,104741.76,104591.67,104654.9,99.10955
2025-01-25 17:00:00+00:00,1737824400000,104654.91,104691.44,104548.09,104610.53,89.72253
2025-01-25 17:15:00+00:00,1737825300000,104610.53,104850.01,104449.75,104780.01,220.54701
2025-01-25 17:30:00+00:00,1737826200000,104780.01,104809.92,104568.11,104619.1,127.3961
2025-01-25 17:45:00+00:00,1737827100000,104619.1,104934.39,104563.35,104899.71,108.69151
2025-01-25 18:00:00+00:00,1737828000000,104899.72,105094.08,104871.99,104871.99,129.79264
2025-01-25 18:15:00+00:00,1737828900000,104871.99,105076.92,104843.25,105038.08,142.52325
2025-01-25 18:30:00+00:00,1737829800000,105038.08,105286.52,104968.19,104981.49,151.27306
2025-01-25 18:45:00+00:00,1737830700000,104981.49,105072.1,104917.11,104983.49,62.66354
2025-01-25 19:00:00+00:00,1737831600000,104983.5,105186.64,104983.49,105076.01,146.18513
2025-01-25 19:15:00+00:00,1737832500000,105076.02,105187.5,104987.06,105002.91,114.88529
2025-01-25 19:30:00+00:00,1737833400000,105002.95,105050.46,104972.94,105002.4,53.71531
2025-01-25 19:45:00+00:00,1737834300000,105002.41,105071.17,104909.09,105055.16,59.78581
2025-01-25 20:00:00+00:00,1737835200000,105055.16,105173.9,105031.31,105125.85,44.55882
2025-01-25 20:15:00+00:00,1737836100000,105125.85,105200.0,105050.23,105086.95,55.85488
2025-01-25 20:30:00+00:00,1737837000000,105086.95,105170.0,104976.01,105057.4,63.15688
2025-01-25 20:45:00+00:00,1737837900000,105057.4,105116.0,104965.7,104965.71,52.86042
2025-01-25 21:00:00+00:00,1737838800000,104965.71,105000.0,104866.66,104920.82,119.20946
2025-01-25 21:15:00+00:00,1737839700000,104920.83,104991.3,104899.53,104973.55,52.9466
2025-01-25 21:30:00+00:00,1737840600000,104973.56,104995.16,104891.73,104959.96,53.97558
2025-01-25 21:45:00+00:00,1737841500000,104959.97,105123.5,104898.96,105102.84,165.30535
2025-01-25 22:00:00+00:00,1737842400000,105102.84,105250.0,105072.29,105081.16,92.87856
2025-01-25 22:15:00+00:00,1737843300000,105081.17,105121.82,105030.06,105030.07,43.38589
2025-01-25 22:30:00+00:00,1737844200000,105030.06,105172.8,105004.53,105065.07,52.1941
2025-01-25 22:45:00+00:00,1737845100000,105065.07,105127.16,105046.63,105077.54,32.68908
2025-01-25 23:00:00+00:00,1737846000000,105077.54,105134.9,104860.0,104973.75,92.31449
2025-01-25 23:15:00+00:00,1737846900000,104973.76,105000.0,104952.29,104978.97,37.68773
2025-01-25 23:30:00+00:00,1737847800000,104978.96,104978.97,104889.52,104892.45,30.62215
2025-01-25 23:45:00+00:00,1737848700000,104892.46,104905.5,104696.0,104746.85,91.3296
2025-01-26 00:00:00+00:00,1737849600000,104746.86,104841.84,104699.0,104741.62,95.724
2025-01-26 00:15:00+00:00,1737850500000,104741.62,104800.48,104637.55,104664.36,88.1189
2025-01-26 00:30:00+00:00,1737851400000,104664.36,104720.0,104546.8,104648.76,117.73316
2025-01-26 00:45:00+00:00,1737852300000,104648.77,104736.0,104515.44,104599.96,77.7696
2025-01-26 01:00:00+00:00,1737853200000,104599.95,104651.97,104503.7,104602.75,141.59592
2025-01-26 01:15:00+00:00,1737854100000,104602.75,104701.58,104584.04,104701.57,71.64311
2025-01-26 01:30:00+00:00,1737855000000,104701.57,104772.0,104618.9,104624.74,50.50463
2025-01-26 01:45:00+00:00,1737855900000,104624.75,104669.64,104552.0,104621.37,44.16058
2025-01-26 02:00:00+00:00,1737856800000,104621.37,104621.38,104520.03,104599.06,60.97162
2025-01-26 02:15:00+00:00,1737857700000,104599.05,104700.0,104583.05,104699.99,37.64012
2025-01-26 02:30:00+00:00,1737858600000,104699.99,104718.16,104576.0,104641.63,48.67928
2025-01-26 02:45:00+00:00,1737859500000,104641.64,104696.25,104568.0,104696.25,27.61529
2025-01-26 03:00:00+00:00,1737860400000,104696.25,104808.0,104696.24,104781.11,51.40633
2025-01-26 03:15:00+00:00,1737861300000,104781.11,104844.83,104749.74,104786.64,44.83216
2025-01-26 03:30:00+00:00,1737862200000,104786.64,105100.0,104777.89,105084.13,193.06717
2025-01-26 03:45:00+00:00,1737863100000,105084.13,105273.24,105007.27,105062.42,164.14555
2025-01-26 04:00:00+00:00,1737864000000,105062.41,105148.24,104978.82,105097.35,119.83294
2025-01-26 04:15:00+00:00,1737864900000,105097.35,105500.0,105064.9,105380.0,199.58608
2025-01-26 04:30:00+00:00,1737865800000,105380.0,105392.74,105169.38,105193.06,88.61871
2025-01-26 04:45:00+00:00,1737866700000,105193.06,105244.15,105115.76,105174.27,64.06011
2025-01-26 05:00:00+00:00,1737867600000,105174.28,105200.0,105062.13,105138.36,80.35235
2025-01-26 05:15:00+00:00,1737868500000,105138.37,105189.66,105023.0,105055.14,82.17884
2025-01-26 05:30:00+00:00,1737869400000,105055.13,105096.67,105013.6,105096.67,64.92381
2025-01-26 05:45:00+00:00,1737870300000,105096.66,105190.0,105094.12,105094.12,77.18682
2025-01-26 06:00:00+00:00,1737871200000,105094.13,105118.78,105035.08,105087.61,50.97098
2025-01-26 06:15:00+00:00,1737872100000,105087.61,105099.99,105037.52,105055.8,51.85329
2025-01-26 06:30:00+00:00,1737873000000,105055.81,105073.0,104959.2,104971.99,87.72787
2025-01-26 06:45:00+00:00,1737873900000,104971.99,105036.02,104971.99,104990.75,53.29857
2025-01-26 07:00:00+00:00,1737874800000,104990.75,105028.0,104965.01,104965.01,38.71306
2025-01-26 07:15:00+00:00,1737875700000,104965.01,105100.0,104950.0,105013.7,89.56295
2025-01-26 07:30:00+00:00,1737876600000,105013.69,105050.0,104960.0,105008.53,55.19627
2025-01-26 07:45:00+00:00,1737877500000,105008.54,105038.03,104987.54,104998.35,24.88444
2025-01-26 08:00:00+00:00,1737878400000,104998.36,105221.36,104890.56,105085.67,148.56823
2025-01-26 08:15:00+00:00,1737879300000,105085.68,105137.45,104985.73,104985.73,39.02479
2025-01-26 08:30:00+00:00,1737880200000,104985.74,105000.19,104863.31,104988.8,53.22321
2025-01-26 08:45:00+00:00,1737881100000,104988.8,105125.59,104958.65,105030.4,42.68601
2025-01-26 09:00:00+00:00,1737882000000,105030.4,105030.41,104908.9,104958.86,42.31502
2025-01-26 09:15:00+00:00,1737882900000,104958.85,105000.39,104800.0,104856.08,59.25973
2025-01-26 09:30:00+00:00,1737883800000,104856.08,104856.09,104444.01,104629.16,430.08217
2025-01-26 09:45:00+00:00,1737884700000,104629.15,104681.46,104539.61,104630.03,89.58031
2025-01-26 10:00:00+00:00,1737885600000,104630.02,104699.99,104622.21,104687.51,59.22451
2025-01-26 10:15:00+00:00,1737886500000,104687.51,104687.99,104522.69,104621.9,52.45257
2025-01-26 10:30:00+00:00,1737887400000,104621.9,104700.0,104500.0,104500.01,80.50751
2025-01-26 10:45:00+00:00,1737888300000,104500.01,104722.9,104500.0,104715.29,60.41897
2025-01-26 11:00:00+00:00,1737889200000,104715.29,104814.81,104683.67,104799.99,50.58145
2025-01-26 11:15:00+00:00,1737890100000,104800.0,104847.69,104679.91,104700.0,50.25478
2025-01-26 11:30:00+00:00,1737891000000,104700.0,104801.21,104662.05,104751.38,42.19182
2025-01-26 11:45:00+00:00,1737891900000,104751.38,104837.88,104678.59,104818.69,40.19578
2025-01-26 12:00:00+00:00,1737892800000,104818.68,104818.69,104720.0,104720.01,32.25331
2025-01-26 12:15:00+00:00,1737893700000,104720.01,104782.97,104703.58,104761.49,55.4935
2025-01-26 12:30:00+00:00,1737894600000,104761.5,104761.5,104713.8,104715.52,28.47206
2025-01-26 12:45:00+00:00,1737895500000,104715.53,104890.0,104715.52,104890.0,78.25929
2025-01-26 13:00:00+00:00,1737896400000,104890.0,105126.11,104858.57,104992.62,336.7311
2025-01-26 13:15:00+00:00,1737897300000,104992.62,105026.45,104838.43,104922.99,66.59407
2025-01-26 13:30:00+00:00,1737898200000,104922.99,105049.34,104880.81,104929.23,66.75098
2025-01-26 13:45:00+00:00,1737899100000,104929.23,104961.74,104848.72,104961.73,53.55681
2025-01-26 14:00:00+00:00,1737900000000,104961.74,104961.75,104804.0,104834.57,65.43838
2025-01-26 14:15:00+00:00,1737900900000,104834.58,104896.0,104804.0,104844.82,34.80076
2025-01-26 14:30:00+00:00,1737901800000,104844.82,104960.35,104843.97,104958.91,33.96201
2025-01-26 14:45:00+00:00,1737902700000,104958.91,105003.54,104899.99,104944.0,79.05202
2025-01-26 15:00:00+00:00,1737903600000,104944.0,105033.32,104887.7,104992.62,43.83355
2025-01-26 15:15:00+00:00,1737904500000,104992.61,105093.22,104992.61,105010.01,61.56288
2025-01-26 15:30:00+00:00,1737905400000,105010.01,105075.75,104961.02,104981.69,71.30806
2025-01-26 15:45:00+00:00,1737906300000,104981.69,105025.6,104967.01,104967.01,28.88921
2025-01-26 16:00:00+00:00,1737907200000,104967.02,105022.07,104907.55,104907.55,45.75823
2025-01-26 16:15:00+00:00,1737908100000,104907.55,104973.79,104896.0,104952.32,38.30559
2025-01-26 16:30:00+00:00,1737909000000,104952.32,105024.32,104952.32,105016.65,35.28878
2025-01-26 16:45:00+00:00,1737909900000,105016.65,105040.64,104938.0,104938.02,46.61511
2025-01-26 17:00:00+00:00,1737910800000,104938.01,104999.99,104912.53,104999.99,53.26086
2025-01-26 17:15:00+00:00,1737911700000,104999.98,105023.24,104950.0,104950.0,38.62968
2025-01-26 17:30:00+00:00,1737912600000,104950.0,105050.0,104946.47,104970.24,40.38013
2025-01-26 17:45:00+00:00,1737913500000,104970.24,105050.0,104945.11,104945.11,50.11097
