datetime,timestamp,open,high,low,close,volume
2025-01-23 17:30:00+00:00,1737653400000,105286.94,105680.0,105224.13,105591.68,450.04338
2025-01-23 17:45:00+00:00,1737654300000,105591.68,106230.42,105555.2,105927.78,464.24396
2025-01-23 18:00:00+00:00,1737655200000,105927.78,106142.46,105170.46,105217.31,344.79177
2025-01-23 18:15:00+00:00,1737656100000,105217.32,105878.93,105205.66,105755.08,308.71357
2025-01-23 18:30:00+00:00,1737657000000,105755.08,105927.92,105100.0,105189.48,275.69431
2025-01-23 18:45:00+00:00,1737657900000,105189.48,105608.55,105183.54,105424.39,264.71354
2025-01-23 19:00:00+00:00,1737658800000,105424.39,105514.73,104821.41,104975.41,395.0554
2025-01-23 19:15:00+00:00,1737659700000,104975.41,105148.7,104448.27,104890.37,449.26741
2025-01-23 19:30:00+00:00,1737660600000,104890.37,104915.23,104496.34,104782.4,227.26872
2025-01-23 19:45:00+00:00,1737661500000,104782.4,104793.11,103399.98,103770.04,769.50513
2025-01-23 20:00:00+00:00,1737662400000,103770.05,105973.0,103150.0,104846.04,1727.15428
2025-01-23 20:15:00+00:00,1737663300000,104846.03,106421.03,103733.1,105769.22,3315.95996
2025-01-23 20:30:00+00:00,1737664200000,105769.21,105834.59,104453.99,104818.42,1724.36424
2025-01-23 20:45:00+00:00,1737665100000,104818.41,104974.29,102559.2,103284.48,2534.68189
2025-01-23 21:00:00+00:00,1737666000000,103284.01,103410.57,102658.21,102939.99,816.09312
2025-01-23 21:15:00+00:00,1737666900000,102940.0,103289.68,102195.7,102734.0,881.09923
2025-01-23 21:30:00+00:00,1737667800000,102734.0,103268.37,102298.91,103008.12,543.44784
2025-01-23 21:45:00+00:00,1737668700000,103008.12,103283.26,102509.87,103079.08,329.16117
2025-01-23 22:00:00+00:00,1737669600000,103079.08,103735.72,102981.07,103658.15,350.3901
2025-01-23 22:15:00+00:00,1737670500000,103658.15,104181.02,103296.6,104140.0,668.9423
2025-01-23 22:30:00+00:00,1737671400000,104140.0,104700.0,103847.73,104008.89,454.16958
2025-01-23 22:45:00+00:00,1737672300000,104008.88,104248.73,103657.16,103978.82,371.74786
2025-01-23 23:00:00+00:00,1737673200000,103978.82,104349.59,103776.06,104142.76,255.89993
2025-01-23 23:15:00+00:00,1737674100000,104142.76,104544.48,104142.41,104299.99,178.14242
2025-01-23 23:30:00+00:00,1737675000000,104299.99,104344.15,104114.0,104134.71,119.08522
2025-01-23 23:45:00+00:00,1737675900000,104134.7,104134.71,103848.44,103910.34,170.06397
2025-01-24 00:00:00+00:00,1737676800000,103910.35,104157.98,103793.72,103831.13,230.51743
2025-01-24 00:15:00+00:00,1737677700000,103831.14,103959.99,103520.09,103661.36,243.78391
2025-01-24 00:30:00+00:00,1737678600000,103661.37,103777.37,103564.0,103620.5,158.18155
2025-01-24 00:45:00+00:00,1737679500000,103620.5,103780.0,103424.58,103446.62,162.24489
2025-01-24 01:00:00+00:00,1737680400000,103446.62,103692.0,103420.56,103624.73,169.13784
2025-01-24 01:15:00+00:00,1737681300000,103624.73,103900.0,103505.72,103632.05,157.18278
2025-01-24 01:30:00+00:00,1737682200000,103632.05,103672.52,103361.37,103380.14,142.92181
2025-01-24 01:45:00+00:00,1737683100000,103380.67,103385.77,103039.87,103234.3,263.80488
2025-01-24 02:00:00+00:00,1737684000000,103234.3,103327.0,103004.26,103252.65,180.91967
2025-01-24 02:15:00+00:00,1737684900000,103252.66,103487.77,103237.26,103386.51,244.09841
2025-01-24 02:30:00+00:00,1737685800000,103386.51,103545.39,103271.0,103284.62,124.54885
2025-01-24 02:45:00+00:00,1737686700000,103284.01,103309.8,102956.72,103016.01,241.05263
2025-01-24 03:00:00+00:00,1737687600000,103016.0,103463.0,103016.0,103206.73,230.49815
2025-01-24 03:15:00+00:00,1737688500000,103206.73,103812.86,102750.0,103479.98,442.54611
2025-01-24 03:30:00+00:00,1737689400000,103479.97,104298.0,103430.65,104110.82,607.03973
2025-01-24 03:45:00+00:00,1737690300000,104110.82,104186.42,103869.23,103891.75,186.75505
2025-01-24 04:00:00+00:00,1737691200000,103891.75,104134.58,103804.77,104002.29,152.20338
2025-01-24 04:15:00+00:00,1737692100000,104002.28,104107.67,103863.72,103988.5,142.49115
2025-01-24 04:30:00+00:00,1737693000000,103988.5,104500.0,103900.01,104421.96,227.77762
2025-01-24 04:45:00+00:00,1737693900000,104421.97,104924.4,104409.77,104631.99,402.18346
2025-01-24 05:00:00+00:00,1737694800000,104631.98,105052.0,104543.21,104861.72,292.07545
2025-01-24 05:15:00+00:00,1737695700000,104861.72,105036.42,104661.95,104879.77,213.91346
2025-01-24 05:30:00+00:00,1737696600000,104879.77,104998.99,104853.66,104916.0,136.92864
2025-01-24 05:45:00+00:00,1737697500000,104916.01,105262.13,104808.17,105222.15,242.78009
2025-01-24 06:00:00+00:00,1737698400000,105222.15,105355.0,104857.55,104924.73,239.88107
2025-01-24 06:15:00+00:00,1737699300000,104924.74,105030.0,104800.0,104901.34,170.34251
2025-01-24 06:30:00+00:00,1737700200000,104901.35,104950.98,104628.0,104860.22,166.52464
2025-01-24 06:45:00+00:00,1737701100000,104860.22,104997.59,104843.06,104991.01,101.16004
2025-01-24 07:00:00+00:00,1737702000000,104991.01,105181.82,104737.58,104812.41,173.08348
2025-01-24 07:15:00+00:00,1737702900000,104812.41,104848.49,104660.0,104719.75,108.15442
2025-01-24 07:30:00+00:00,1737703800000,104719.75,104853.29,104668.0,104818.19,156.73176
2025-01-24 07:45:00+00:00,1737704700000,104818.18,105089.3,104818.18,105046.8,216.26574
2025-01-24 08:00:00+00:00,1737705600000,105046.79,105251.25,104922.41,105229.99,157.01232
2025-01-24 08:15:00+00:00,1737706500000,105230.0,105560.67,105175.27,105546.62,268.33305
2025-01-24 08:30:00+00:00,1737707400000,105546.61,105650.0,105332.5,105343.17,334.91648
2025-01-24 08:45:00+00:00,1737708300000,105343.16,105592.0,105260.0,105500.76,178.38689
2025-01-24 09:00:00+00:00,1737709200000,105500.76,105520.66,105381.91,105472.83,225.38874
2025-01-24 09:15:00+00:00,1737710100000,105472.84,105759.0,105463.43,105611.99,196.18647
2025-01-24 09:30:00+00:00,1737711000000,105611.99,105625.08,105207.1,105297.1,241.94738
2025-01-24 09:45:00+00:00,1737711900000,105297.09,105297.09,105053.8,105146.67,189.60311
2025-01-24 10:00:00+00:00,1737712800000,105146.67,105325.08,105051.46,105220.02,116.72346
2025-01-24 10:15:00+00:00,1737713700000,105220.02,105286.56,105058.79,105270.0,120.59928
2025-01-24 10:30:00+00:00,1737714600000,105270.01,105428.0,105193.49,105362.39,278.49694
2025-01-24 10:45:00+00:00,1737715500000,105362.4,105419.67,105110.09,105416.75,156.07776
2025-01-24 11:00:00+00:00,1737716400000,105416.75,105476.91,105326.88,105375.67,127.66102
2025-01-24 11:15:00+00:00,1737717300000,105375.67,105527.69,105374.9,105374.9,100.46653
2025-01-24 11:30:00+00:00,1737718200000,105374.91,105376.01,105214.15,105237.79,123.83033
2025-01-24 11:45:00+00:00,1737719100000,105237.78,105474.29,105229.2,105420.1,164.76444
2025-01-24 12:00:00+00:00,1737720000000,105420.11,105586.29,105183.65,105257.98,177.2192
2025-01-24 12:15:00+00:00,1737720900000,105257.98,105416.99,105236.67,105316.54,178.06606
2025-01-24 12:30:00+00:00,1737721800000,105316.54,105455.33,105300.0,105384.79,134.19012
2025-01-24 12:45:00+00:00,1737722700000,105384.79,105535.49,105384.79,105526.58,137.93957
2025-01-24 13:00:00+00:00,1737723600000,105526.58,105793.61,105196.73,105259.35,245.58474
2025-01-24 13:15:00+00:00,1737724500000,105259.35,105370.99,104982.03,105279.97,198.92708
2025-01-24 13:30:00+00:00,1737725400000,105279.98,105290.0,104993.5,105064.81,136.98647
2025-01-24 13:45:00+00:00,1737726300000,105064.8,105279.77,104996.0,105118.07,171.11241
2025-01-24 14:00:00+00:00,1737727200000,105118.06,105237.15,104880.0,105010.18,184.47628
2025-01-24 14:15:00+00:00,1737728100000,105010.18,105322.23,105010.18,105266.02,186.05016
2025-01-24 14:30:00+00:00,1737729000000,105266.01,106222.0,104669.17,106222.0,1097.02725
2025-01-24 14:45:00+00:00,1737729900000,106221.99,106321.66,105552.14,105758.0,742.79122
2025-01-24 15:00:00+00:00,1737730800000,105758.0,105946.73,105505.9,105552.97,294.19537
2025-01-24 15:15:00+00:00,1737731700000,105552.97,105990.5,105259.49,105665.03,498.65483
2025-01-24 15:30:00+00:00,1737732600000,105665.03,105972.9,105420.0,105640.31,307.66798
2025-01-24 15:45:00+00:00,1737733500000,105640.32,105968.99,105588.0,105859.98,231.42629
2025-01-24 16:00:00+00:00,1737734400000,105859.99,106126.06,105720.87,105957.27,380.97663
2025-01-24 16:15:00+00:00,1737735300000,105957.27,106125.4,105828.04,105989.41,388.10029
2025-01-24 16:30:00+00:00,1737736200000,105989.41,106174.99,105860.86,105988.97,249.73634
2025-01-24 16:45:00+00:00,1737737100000,105988.41,106129.33,105589.0,105645.89,413.70262
2025-01-24 17:00:00+00:00,1737738000000,105645.88,106019.78,105612.0,105963.97,293.64879
2025-01-24 17:15:00+00:00,1737738900000,105963.97,106498.41,105959.9,106478.23,401.34335
2025-01-24 17:30:00+00:00,1737739800000,106478.22,106498.2,106224.13,106320.0,220.62428
2025-01-24 17:45:00+00:00,1737740700000,106320.0,106699.99,106258.65,106458.46,456.91392
2025-01-24 18:00:00+00:00,1737741600000,106458.47,106987.58,106426.12,106644.0,668.23708
2025-01-24 18:15:00+00:00,1737742500000,106644.0,107120.0,106644.0,106917.98,528.18154
2025-01-24 18:30:00+00:00,1737743400000,106917.99,106983.29,106591.21,106641.54,225.01159
2025-01-24 18:45:00+00:00,1737744300000,106641.54,106655.18,106056.95,106327.72,333.70586
2025-01-24 19:00:00+00:00,1737745200000,106327.31,106606.01,105875.4,106105.61,335.89555
2025-01-24 19:15:00+00:00,1737746100000,106105.61,106454.99,106105.6,106369.85,144.75464
2025-01-24 19:30:00+00:00,1737747000000,106369.85,106434.21,105882.68,105910.48,199.95641
2025-01-24 19:45:00+00:00,1737747900000,105910.29,105910.29,105687.0,105760.94,242.58143
2025-01-24 20:00:00+00:00,1737748800000,105760.93,105781.0,105599.52,105668.0,200.34
2025-01-24 20:15:00+00:00,1737749700000,105668.01,105668.01,105100.69,105205.11,347.82107
2025-01-24 20:30:00+00:00,1737750600000,105205.12,105298.4,104819.12,105033.8,460.40352
2025-01-24 20:45:00+00:00,1737751500000,105032.73,105404.45,104736.84,104859.11,333.00512
2025-01-24 21:00:00+00:00,1737752400000,104859.4,105252.91,104859.4,105094.66,279.69486
2025-01-24 21:15:00+00:00,1737753300000,105094.67,105391.47,105028.74,105289.33,178.29934
2025-01-24 21:30:00+00:00,1737754200000,105289.33,105382.88,105030.51,105146.56,146.90823
2025-01-24 21:45:00+00:00,1737755100000,105146.56,105292.29,105061.12,105124.61,144.08116
2025-01-24 22:00:00+00:00,1737756000000,105124.61,105477.0,105045.0,105201.07,202.89643
2025-01-24 22:15:00+00:00,1737756900000,105201.07,105306.41,104950.01,104971.97,115.22097
2025-01-24 22:30:00+00:00,1737757800000,104971.96,105218.97,104971.96,105218.97,114.53604
2025-01-24 22:45:00+00:00,1737758700000,105218.97,105229.9,104706.08,104777.25,107.63801
2025-01-24 23:00:00+00:00,1737759600000,104777.25,104925.2,104461.53,104572.28,350.52699
2025-01-24 23:15:00+00:00,1737760500000,104572.29,104687.54,104456.89,104580.16,114.09849
2025-01-24 23:30:00+00:00,1737761400000,104580.15,104760.24,104488.42,104713.21,92.68252
2025-01-24 23:45:00+00:00,1737762300000,104713.22,104872.16,104680.0,104870.5,107.27727
2025-01-25 00:00:00+00:00,1737763200000,104870.51,104870.51,104508.51,104527.83,159.3796
2025-01-25 00:15:00+00:00,1737764100000,104527.82,104800.0,104507.99,104623.93,196.83549
2025-01-25 00:30:00+00:00,1737765000000,104623.93,104748.0,104456.89,104578.83,204.60963
2025-01-25 00:45:00+00:00,1737765900000,104578.84,104636.73,104361.89,104419.59,211.60083
2025-01-25 01:00:00+00:00,1737766800000,104419.58,104640.0,104380.15,104549.07,171.229
2025-01-25 01:15:00+00:00,1737767700000,104549.08,104751.18,104517.35,104712.12,106.65164
2025-01-25 01:30:00+00:00,1737768600000,104712.12,104815.01,104672.41,104772.41,92.82334
2025-01-25 01:45:00+00:00,1737769500000,104772.42,104800.01,104678.62,104738.0,79.25964
2025-01-25 02:00:00+00:00,1737770400000,104738.01,104738.01,104550.0,104699.53,62.32722
2025-01-25 02:15:00+00:00,1737771300000,104699.53,104830.27,104608.0,104668.22,59.55567
2025-01-25 02:30:00+00:00,1737772200000,104668.22,104741.45,104580.0,104595.15,53.99408
2025-01-25 02:45:00+00:00,1737773100000,104595.15,104652.3,104473.67,104559.54,91.09029
2025-01-25 03:00:00+00:00,1737774000000,104559.54,104617.99,104467.45,104525.4,93.28962
2025-01-25 03:15:00+00:00,1737774900000,104525.4,104760.37,104461.0,104696.7,75.2343
2025-01-25 03:30:00+00:00,1737775800000,104696.7,104996.47,104696.7,104867.03,149.46292
2025-01-25 03:45:00+00:00,1737776700000,104867.03,105280.82,104841.32,105202.4,222.51512
2025-01-25 04:00:00+00:00,1737777600000,105202.4,105202.4,104981.33,105008.88,91.24924
2025-01-25 04:15:00+00:00,1737778500000,105008.89,105008.89,104844.82,104905.12,66.29473
2025-01-25 04:30:00+00:00,1737779400000,104905.11,104905.13,104776.65,104829.99,93.56542
2025-01-25 04:45:00+00:00,1737780300000,104830.0,104870.2,104620.0,104648.0,81.10678
2025-01-25 05:00:00+00:00,1737781200000,104647.99,104701.18,104384.65,104476.65,99.39883
2025-01-25 05:15:00+00:00,1737782100000,104476.66,104639.84,104380.85,104623.16,66.51488
2025-01-25 05:30:00+00:00,1737783000000,104623.16,104671.01,104500.0,104554.0,62.01815
2025-01-25 05:45:00+00:00,1737783900000,104554.0,104569.4,104236.95,104365.97,140.29117
2025-01-25 06:00:00+00:00,1737784800000,104365.96,104480.0,104289.71,104440.22,87.88787
2025-01-25 06:15:00+00:00,1737785700000,104440.21,104464.51,104216.81,104367.8,136.33477
2025-01-25 06:30:00+00:00,1737786600000,104367.81,104386.09,104246.01,104358.61,134.55693
2025-01-25 06:45:00+00:00,1737787500000,104358.6,104358.6,104234.18,104308.0,106.08787
2025-01-25 07:00:00+00:00,1737788400000,104308.0,104471.5,104287.24,104453.22,85.47126
2025-01-25 07:15:00+00:00,1737789300000,104452.8,104523.25,104383.7,104448.23,62.75322
2025-01-25 07:30:00+00:00,1737790200000,104448.23,104499.5,104370.68,104387.99,33.86375
2025-01-25 07:45:00+00:00,1737791100000,104388.0,104447.17,104369.99,104385.98,59.80965
2025-01-25 08:00:00+00:00,1737792000000,104385.99,104450.12,104301.09,104436.0,99.38696
2025-01-25 08:15:00+00:00,1737792900000,104435.99,104497.54,104308.0,104340.04,74.2039
2025-01-25 08:30:00+00:00,1737793800000,104340.04,104340.65,104135.71,104305.59,123.93792
2025-01-25 08:45:00+00:00,1737794700000,104305.6,104358.11,104241.37,104341.98,62.65592
2025-01-25 09:00:00+00:00,1737795600000,104341.99,104401.15,104276.41,104279.3,98.02304
2025-01-25 09:15:00+00:00,1737796500000,104279.3,104432.99,104279.3,104300.0,41.56331
2025-01-25 09:30:00+00:00,1737797400000,104300.01,104450.48,104286.71,104413.79,71.91843
2025-01-25 09:45:00+00:00,1737798300000,104413.8,104428.0,104313.65,104366.63,50.95166
2025-01-25 10:00:00+00:00,1737799200000,104366.62,104458.34,104106.09,104315.81,151.04538
2025-01-25 10:15:00+00:00,1737800100000,104315.81,104398.18,104211.36,104272.6,75.86816
2025-01-25 10:30:00+00:00,1737801000000,104272.6,104453.41,104272.6,104445.98,54.60484
2025-01-25 10:45:00+00:00,1737801900000,104445.98,104661.04,104428.0,104540.0,86.15003
2025-01-25 11:00:00+00:00,1737802800000,104540.0,104618.25,104500.0,104500.0,84.58848
2025-01-25 11:15:00+00:00,1737803700000,104500.01,104500.01,104391.27,104446.2,54.20205
2025-01-25 11:30:00+00:00,1737804600000,104446.2,104529.24,104431.14,104527.09,41.05105
2025-01-25 11:45:00+00:00,1737805500000,104527.1,104700.01,104527.09,104670.99,84.44577
2025-01-25 12:00:00+00:00,1737806400000,104670.99,104676.33,104509.49,104574.18,66.07627
2025-01-25 12:15:00+00:00,1737807300000,104574.18,104637.42,104456.0,104456.0,47.28882
2025-01-25 12:30:00+00:00,1737808200000,104456.01,104691.69,104456.0,104641.25,55.71917
2025-01-25 12:45:00+00:00,1737809100000,104641.24,104792.0,104607.96,104753.07,89.78675
2025-01-25 13:00:00+00:00,1737810000000,104753.08,104861.35,104682.15,104819.99,169.95965
2025-01-25 13:15:00+00:00,1737810900000,104820.0,104868.0,104715.01,104725.61,123.03479
2025-01-25 13:30:00+00:00,1737811800000,104725.6,104799.63,104708.49,104753.99,52.72151
2025-01-25 13:45:00+00:00,1737812700000,104754.0,104789.79,104629.31,104717.04,49.91859
2025-01-25 14:00:00+00:00,1737813600000,104717.05,104721.99,104541.5,104568.65,66.50313
2025-01-25 14:15:00+00:00,1737814500000,104568.66,104648.0,104555.51,104606.48,56.61157
